name,mw3,emw3,mw3_exp,emw3_exp,mw3_ap,emw3_ap
"SJUSHR3174",10.1165,0.0223140,9.84888,0.115299,10.1260,0.00963259
"SJUSHR3175",7.85039,0.00529991,7.85400,0.00147737,7.87238,0.00115204
"SJUSHR3176",10.8332,0.657999,10.1294,0.00914613,11.1063,0.0236549
"SJUSHR3177",9.58556,0.0735489,9.40598,0.195836,9.64729,0.00720787
"SJUSHR3178",10.3550,0.0540433,9.02595,0.0159131,10.4117,0.0195136
"SJUSHR3179",8.91340,0.0279377,8.78277,0.158957,9.10590,0.00293922
"SJUSHR318",7.49092,0.0161727,7.23010,0.0130885,7.67129,0.00132751
"SJUSHR3180",8.87230,0.0186007,8.86980,0.0150374,8.92547,0.00339031
"SJUSHR3181",0.00000,0.00000,9.61365,0.0254989,10.2542,0.0224628
"SJUSHR3182",8.37927,0.0239681,8.40207,0.105106,8.45698,0.00191879
"SJUSHR3183",0.00000,0.00000,0.00000,0.00000,10.0338,0.00620461
"SJUSHR3184",10.4809,0.0557988,8.01798,0.0712319,10.4137,0.0142527
"SJUSHR3185",8.28150,0.0753546,8.24247,0.0425946,8.69875,0.00286388
"SJUSHR3186",8.92237,0.0283392,8.87100,0.0460636,8.96407,0.00459385
"SJUSHR3187",9.83549,0.0876798,9.52566,0.0623927,9.96972,0.00930882
"SJUSHR3188",9.71478,0.0208375,9.63143,0.0456744,9.75612,0.00432491
"SJUSHR3189",8.21619,0.00870538,8.14081,0.0202008,8.23207,0.00321007
"SJUSHR319",5.89946,0.00964985,5.96851,0.0557202,5.96864,0.000558853
"SJUSHR3190",8.04564,0.00884659,7.91892,0.0618941,8.09778,0.00212765
